Sl,Review date,Review URL,Author name,Auther_Len,Author URL,Local Guide,Author reviews,Star rating,Rating Diff,Review content,Review image
96,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VNaVVyLW4yX2VMYTV3RRAB!2m1!1s0x0,Ankita Rana,11,https://www.google.com/maps/contrib/112782543911683447029/reviews,FALSE,1,5,0,Just love this shop bhai m jb gyi naa .. to jethalal jo is shop k owner h unhone seedha chai k liye pucha .. unka servent bagha chai laya ..mene inki shop se t.v or do chilli phone liye 🙌🏻😊 m to satisfy hun or dobara shopping krungi idhr se thanku mr jethalal gadda,
97,15-08-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURwbEludlNBEAE!2m1!1s0x0,Jaynish Morakhia,16,https://www.google.com/maps/contrib/107609158731073964869/reviews,FALSE,6,5,0,"The shop was very nice, providing an amazing experience. The product quality was top-notch, and the after-sales service was fantastic as well. The best part was that they didn't charge me any money; instead, they mentioned that they would collect payment from my grandson.""",
98,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VQN2c5dnZNbHFMc3VnRRAB!2m1!1s0x0,Akanksha Dubey,14,https://www.google.com/maps/contrib/108499327121991179918/reviews,FALSE,5,5,0,"Best experience ever! The staff was incredibly friendly, and the owner, Jethalal, was very kind and helpful in assisting me with selecting a TV. I ended up purchasing a Tony TV and a Ramsung mobile phone at great discounts. Overall, I would definitely love to visit again!",
99,15-09-2020,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURLbVpXV3FnRRAB!2m1!1s0x0,Jay Shah,8,https://www.google.com/maps/contrib/103521271290877772463/reviews,TRUE,12,5,0,"Excellent customer service. Staff is very helpful and Owner Jethabhai has unique salesmanship. While I was there, saw one lady customber was having falooda whereas I wasn't offered any even though I bought 55 inch Tony TV. Later found out that she was owner's Bengali Wife",
100,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21SUllYZFRSVFoyUnpCQmIyTndXRmRVZUdwWVRHYxAB!2m1!1s0x0,Sharique Ahmad,14,https://www.google.com/maps/contrib/101181499915157340328/reviews,TRUE,45,5,0,"Came to buy a mixer grinder… Nattu Kaka said, ‘Bas do minute, beta,’ and I ended up helping Bagha unpack 20 cartons. Jethalal still charged me full price, Asked for a discount… Jethalal called Champak Chacha for advice. In the end, I got no discount but free tea.",
101,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2poek5scEhUREo1Um1SWWVVZzFWR3B5YVdOZk0zYxAB!2m1!1s0x0,Siddharth Rathour,17,https://www.google.com/maps/contrib/107181558399402096049/reviews,FALSE,6,5,0,"I purchased Tony TV from here 10 years ago and it still works fine. Mr Jethalal Gada is a really nice person,after purchasing the TV he offered me Mango falooda which was very tasty.thank you Mr Gada I will definitely recommend your shop to others,Jai jinendra 🙏🏻",
102,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxbHM3NUZnEAE!2m1!1s0x0,Prafful Chauhan,15,https://www.google.com/maps/contrib/108443727993887564590/reviews,FALSE,1,5,0,I Was Purchasing Automatic Roti Making Machine from here then suddenly from nowhere Daya Gada(Wife of Jethalal Gada)appeared and taught me a good lesson about how Chapatis ladies make through their hands are best.She opened my eyes.This is THE BEST SHOP IN THE WORLD!!,
103,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tsaFJIWmZSR016V0ZwM1UyNU1SRkZZT0daTVFsRRAB!2m1!1s0x0,Franko Naik,11,https://www.google.com/maps/contrib/105878967887119730585/reviews,TRUE,34,1,4,"I recently purchased Samsung phone from this shop and Mr Jethalal owner of the shop promised  he will deliver ""CHOKO MOKO CHOCOLATE""  to my address but seems like it was given to some other person named ""BABITA""Mr Chalu Pandey please look into the matter #MumbaiPolice",
104,15-10-2020,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURLdVlidjRRRRAB!2m1!1s0x0,Meet Kothari,12,https://www.google.com/maps/contrib/107889776703749481037/reviews,TRUE,28,5,0,"Purchased a refrigerator and a tony tv and got token of free paani puri. And the owner jethalal himself served me the pani puri. Never seen such a gentle boss. Being owner he is soo humble that didn’t even hesitated for serving pani puri, 🙌🏻great respect🤩.",
105,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xsRFZIVlFVSEoxUmpkdlRHVlZkMm8yU0hSMVozYxAB!2m1!1s0x0,Bhavesh Menaria,15,https://www.google.com/maps/contrib/113786755463139778762/reviews,FALSE,5,5,0,Their product is of very good quality. But when I bought ramsun mobile from their shop they have very good offer of unlimited pani puri. They gave me coupon of unlimited pani puri. But when I visited mentioned location.There was not any single shop of pani puri.😞,
106,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZaEpUU0NREAE!2m1!1s0x0,Durvank More,12,https://www.google.com/maps/contrib/104777472923541400059/reviews,TRUE,14,5,0,"I went there during Diwali. They had an offer where you get a diwali firework on purchase, that makes a 'Happppppyyyy Diwaaaali' sound. Unfortunately, it burst in my face. Poor experience but Jetha bhai and Nattu kaka were kind enough to offer me a good discount.",
107,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21KMVpIWnRlbXd6TlRCRFozVkRSMFV3TkhSUWRsRRAB!2m1!1s0x0,Mansi Chaturvedi,16,https://www.google.com/maps/contrib/106226573203973708113/reviews,FALSE,2,5,0,"Owner is a genuine man! Mr Jethalal has been a very trusted & highly regarded man both amongst his customers & other stakeholders. Excellent inventory, amazing deals & unmatched after sales services!A wide range at a competitive price.Would highly recommended!!",
108,15-10-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25aalZuZHJkVmRVWjB3NVpHdDRURXAxTTJad1VYYxAB!2m1!1s0x0,Vicky Thakur,12,https://www.google.com/maps/contrib/109318579426526012029/reviews,TRUE,72,1,4,"Bought a Tony TV that shows only Doordarshan and a Ramsung fridge that heats food better than a microwave.Asked for service, but the owner Jethiya was too busy with Babita ji in the godown.Anyway Jethiya, where is my free gift choko moko chocolate? 🤬🤬🤬",
109,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURfenZIZXFRRRAB!2m1!1s0x0,Abhitesh Kumar Bciv110,22,https://www.google.com/maps/contrib/101638241141521472993/reviews,FALSE,1,5,0,I just bought red cherry 28 and ramsung 4k led tv from there under a special scheme. The manager there Nattu kaka was very sweet he told me maal aaj leke jaiye aur paise aapke pote se lenge. Very impressed by this scheme. Hurry all of you before scheme expires,
110,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xZMlVuSkVibGRRTVZkb2NIZzBSM0kzVjI5Zk5YYxAB!2m1!1s0x0,Yash,4,https://www.google.com/maps/contrib/104805672450552659939/reviews,FALSE,8,5,0,When I went there the owner was busy in talking with her wife.. Later he said she is not his wife but her neighbor babita ji and she also came there to buy tony 4E pro max mobile just like me. Helper Bagha gave us full details about smartphone. I am satisfied.,
111,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xoV1dtSTVjV2xYTVVKaFF6UjVXRTh3TkdReWMwRRAB!2m1!1s0x0,Sajana Bastakoti,16,https://www.google.com/maps/contrib/102774638275241213572/reviews,FALSE,1,5,0,"I bought a Tony TV from here and it’s been working great. Giving 5 stars because the owner, Jethalal is incredibly humble, the staff natu kaka, bagha, magan are kind, and the overall environment is really welcoming. I would definitely recommend this store.",
112,15-06-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNHX0ozakxREAE!2m1!1s0x0,Ayush Bansal,12,https://www.google.com/maps/contrib/116759355854808452583/reviews,FALSE,2,1,4,I went to buy a red cherry mobile which he sold to me for 37500 rs but he sold the same mobile to a lady for 32000 and was focusing on her than other customers. I came back without purchasing the mobile and will never buy any product from this shop. 😡😤,
113,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhXzlyQzVRRRAB!2m1!1s0x0,Moulick Patel,13,https://www.google.com/maps/contrib/104970614130196233480/reviews,FALSE,4,5,0,"Very good deals are available they have special scene that"" Saman app iss Diwali lo paise agle Diwali par dedena"" very honest worker natu Kaka gave me iPhone X for free but I haven't done payment yet it has been 1 year and now they forget  their payment",
114,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VQdm5wX2Y0ODdXaTJRRRAB!2m1!1s0x0,Amit Shiv,9,https://www.google.com/maps/contrib/105539335106123034444/reviews,FALSE,2,5,0,"Owner is very polite Mr jethalal and i purchased ramsung fridge and it is working good. And nattu kaka is also good, they offered me tea and after that chalu pandey came because of some issue and i came back home with Ramsung fridge. Thankyou daya ben",
115,15-12-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZcXM2MHhnRRAB!2m1!1s0x0,Kaushik Moralwar,16,https://www.google.com/maps/contrib/105377762329936265471/reviews,FALSE,2,5,0,"Just purchased ramson 72 inch tv from here very happy with the staff natu kaka and bagha, the owner Jethalal was also friendly and gave me the best price in market, hopefully will come next time to buy xyz 007 the latest mobile phone in the market",
116,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21SMFQyZENORVV3TFROTFpWSkhVVWxVYmkxb1ZGRRAB!2m1!1s0x0,Yash Dave,9,https://www.google.com/maps/contrib/102813012166424093237/reviews,TRUE,33,5,0,Highly recommend this place for a lifetime experience.Just bought Tony TV and got the best deal from Nattu kaka and Mr. Jethalal the kind owner. We also played garba in the shop after the deal was final and ate fafda jalebi made by Daya bhabhi.,
117,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhazR2QThBRRAB!2m1!1s0x0,Mrinmoy Charingia,17,https://www.google.com/maps/contrib/117742645631870308473/reviews,FALSE,1,1,4,"Very bad experience.. I bought a non guaranteed smart phone and it was damaged when my daughter tried to play a game.. I complained to the owner Jethalal but his behaviour was ver rude.. Therefore as revenge I sold him ""Sara huwa hapus aam"".",
118,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhbU5yQjB3RRAB!2m1!1s0x0,Lavkush Takur,13,https://www.google.com/maps/contrib/108303631057679977463/reviews,FALSE,7,5,0,"It is a very good shop. I went there during Navratri to shop and they were also selling Chaniya Choli and get one free on three Chaniya Choli. The shop owner Jethalal's wife Daya Ben, Nattu Kaka and Bagha Bhai all treated me with great love.",
119,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxektYNktREAE!2m1!1s0x0,Johny Bravo,11,https://www.google.com/maps/contrib/102924080324505864067/reviews,TRUE,101,5,0,"This is Jethalal Gada`s Shop in TMKOC... But in reality its a real shop named Consumer Shoppe located in Khar Danda, Mumbai... The owner is very friendly & will Surely give you discounts on every purchase ... Do visit if you are a TMKOC fan.",
120,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25Gd1JHMDRObnBZTVRKSlVsaG1ZamxEYlc5U2RYYxAB!2m1!1s0x0,Punith Patil,12,https://www.google.com/maps/contrib/108435337074393587592/reviews,FALSE,3,5,0,"If you're looking for a reliable electronics shop with a touch of Gujarati flair, daily comedy, and unexpected life lessons—Gada Electronics is the place to go. You might not always get fast service, but you’ll always leave with a smile",
121,15-08-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURwejVhcllBEAE!2m1!1s0x0,Darshan,7,https://www.google.com/maps/contrib/116968245004637503095/reviews,TRUE,73,4,1,"Such a Horrible Experience, one day i was passing through Gada electronics Go down at night, then i heared The sound of Smashing Shutter. Then I heared Someone from inside Requesting for help. Then he Starting Laughing 😥.I was so Scared.",
122,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhb01Qdy1nRRAB!2m1!1s0x0,Mohit Jadaun,12,https://www.google.com/maps/contrib/118290427298428391597/reviews,FALSE,4,5,0,"I bought the XYZ007 mobile from this shop on the very first day sell of the mobile. My mobile is totally fine and active. Best buy ever but they didn't gave the same mobile to their neighbour babita ji on that day, I don't know why ?? 🤔",
123,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZLUpQVDh3RRAB!2m1!1s0x0,Vedant Pawaskar,15,https://www.google.com/maps/contrib/118129976045707550552/reviews,TRUE,6,5,0,"Superb  customer service, unlike chedda electronics , also the staff bageshwar and natu are very polite , i have purchased various devices such as. ,DP washing machine , pineapple mobile , redcherry mobile , tony tv , samsung led tv etc",
124,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VKS3k2WmlCbC1tMHZ3RRAB!2m1!1s0x0,Parekh Pratham,14,https://www.google.com/maps/contrib/103834198320139790862/reviews,FALSE,1,3,2,I brought a washing machine from gada electronics but it was automatically Vibrating without electricity. Me and my family were very scared at that time but mr. Jethalal help me and went against the owner of the washing machine company,
125,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhcjQ3ZF9BRRAB!2m1!1s0x0,Prajwal Patil,13,https://www.google.com/maps/contrib/102258851008285712536/reviews,FALSE,8,5,0,"I went to buy a 50'' Tony tv as there was scheme that ""aap aaj kharidi karo paise huk aapke pote se lenge"" and there was another offer on mobile that if you buy a phone you will get 12 dozen mango but jetha bhai gave me only 1 dozen.",
126,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURxNGVTN2JREAE!2m1!1s0x0,Krishna Thakur,14,https://www.google.com/maps/contrib/106222374863506541411/reviews,TRUE,12,5,0,Best electronic shop in Andheri. I used to buy every electronic items from here. After sales service is also very good. The workers named Mr. Bagheshwar and Mr.  Natwarlal's behaviour was entertaining. It was different from others.,https://lh3.googleusercontent.com/grass-cs/ANxoTn3UH-4BvTVZ9Ffy18Vz0_SvfbpK0vL9lKGD4PwCCbsKv3QM_cXBfP_9lYlVR23tgglBmboN4LHuZAfZyFA9aHjjUtGgi_oYdtOgKfbJNVM6NKmQ3ifFfvwnlfDdXyynN6_RYmxBYg=s188-p-k-rw
127,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT214UFJsVldTakZsT1RWZldsRkxYMWhqYnpORFUyYxAB!2m1!1s0x0,Chirag Dobariya,15,https://www.google.com/maps/contrib/103882535419213534875/reviews,FALSE,20,5,0,"Best shop for electric items, and they have good quality TONY television. As customer experience I have good experience because jetalal and natukaka offer me kokam sarbat. Allover experience is good must visit and must purchase",
128,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhMTcyWDJnRRAB!2m1!1s0x0,Himanshu Budhia,15,https://www.google.com/maps/contrib/111108853190045826029/reviews,TRUE,108,5,0,"I purchased a new phone from gada electronics and in exchange i gave my broken phone which can only be used as paper weight, the owner reduced quite a big amout from the bill and also gave me rikshaw money to go back to my home",
129,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZaEw2YzBBRRAB!2m1!1s0x0,Jahanvi Agrahari,16,https://www.google.com/maps/contrib/106625163263790855990/reviews,FALSE,1,5,0,"Bought tony tv from gada electronics. Good service by the owner Mr jethalal gada and his staff nattu kaka, bagha and magan. They made sure my tv was timely delivered and installed. Anyone looking to buy tony tv do pay a visit",
130,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZeEpDdEFREAE!2m1!1s0x0,Rishabh Jain,12,https://www.google.com/maps/contrib/107990705769799223454/reviews,FALSE,8,5,0,"Really had a great experience. They had great offer of buying 100 rs item and Pani puri for free. I got my entire society and we recharged everyone’s phone and had pani puri. Also, the owner himself served us the pani puri.",
131,15-10-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURLdnVtMXdRRRAB!2m1!1s0x0,Guru Patel,10,https://www.google.com/maps/contrib/106500851552471165594/reviews,FALSE,3,5,0,"I have bought ramsen mobile from gada electronics shop.. When I told jethalal.. I am from bhachau and I am relative of nathiya, jethalal gave me 30%discount...bhav to bhav And he offered me faluda... Such a nice guy... Yaar..",
132,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VQelFob1d3dllyREVREAE!2m1!1s0x0,Jigyanshushri Mahanta,21,https://www.google.com/maps/contrib/111734027379477362060/reviews,FALSE,8,5,0,"Discovered Gada Electronics back in 2011, and it’s been our go-to ever since. With countless watching hours, over 15 years of trusted service, and endless happiness, they truly deliver the best in quality and reliability.",
133,15-12-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQtZ3BMN0R3EAE!2m1!1s0x0,Khushi Bhatnagar,16,https://www.google.com/maps/contrib/115419768971592444007/reviews,FALSE,5,5,0,Very nice place. The products are also of good quality. The service is also very good . Best shop to buy electronic items. People came to know about a good shop from Taarak Mehta Ka Ooltah Chashmah. Thanks to Asid Kumar.,
134,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZbU5Id1pnEAE!2m1!1s0x0,Darshit Hirpara,15,https://www.google.com/maps/contrib/109494962288334901388/reviews,TRUE,14,1,4,"The worst experience I've ever had from a store was when I went there to buy a Tony TV LCD on Diwali and saw an offer for a free musical cracker. I bought it, but as soon as I burned it, it burst, ruining my celebration.",
135,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNheDZMa0t3EAE!2m1!1s0x0,Dhamodhar Medasari,18,https://www.google.com/maps/contrib/104461410837946841007/reviews,FALSE,6,3,2,I know Mr.Jethalal very well but dont know why he was dressed as servant and one of his staff Bagha was dressed like a ownerAnd there was a very irritating couple. The husband with pagdi and wife with a irritating voice,
136,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25aWlMxOVVOazVDWkZoUlVqTk9MVTQ1WWtZeWNHYxAB!2m1!1s0x0,Vishal Lakhani,14,https://www.google.com/maps/contrib/111252834165923284579/reviews,TRUE,75,3,2,"Was going to order 3 TV on Diwali. They had special offer and gifted me a free firecracker while booking saying it will play happy Diwali song . And guess what, when I lit, it burst on my face. I cancelled the order.",
137,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21sWGVHdFliWE13Y21OQlVqbENhbTk1TldSWU0wRRAB!2m1!1s0x0,Ironcore Transport,18,https://www.google.com/maps/contrib/113421649883726075563/reviews,FALSE,3,5,0,We are providing transportation services to Mr Jethalal Gada and he never delays our payments. Nattu kaka is always available on call and always talk really nicely with all our drivers. Hope to serve them for years.,
138,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhOS0zTzFBRRAB!2m1!1s0x0,Harsh Patil,11,https://www.google.com/maps/contrib/101161574789261085799/reviews,FALSE,2,4,1,The owner jethala gada is very rich and has a annual turnover of 10 crores but still travel by rickshaw He is very simple. I also bought a 55 inch ramsang tv under the scheme tv aap kharido paise apke pote se lenge.,
139,15-07-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQ3cmFYVzBRRRAB!2m1!1s0x0,Anonymous #77484,16,https://www.google.com/maps/contrib/106824569688587100617/reviews,FALSE,2,2,3,"Been there to buy TONY Tv for my wife.Pathetic service,there's a staff member named ""Bagha"" who was busy chatting with some girl named Bawri even though the shop owner,Jethhal was not there.very bad experience.😤",
140,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNheC1HcGZREAE!2m1!1s0x0,Jatin Singh,11,https://www.google.com/maps/contrib/108292971249990563412/reviews,FALSE,1,5,0,The best shop that I have ever visited. The staff is really very entertaining and sweet talker I used the coupon code BABITA JI and you know what Jethaji gave me discount 😅after knowing that I am Babita's friend,
141,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZeElUbHhnRRAB!2m1!1s0x0,Bharat Varde,12,https://www.google.com/maps/contrib/113059769787527553449/reviews,TRUE,57,5,0,The owner jethalal is very polite person. Staf is also friendly and little dumb. Bagha and natu kaka. I bought ramsun company 55 inch led tv. Offer me falooda shake.Same day delivery.After sales service very good.,
142,15-05-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNMc3NYdGpRRRAB!2m1!1s0x0,Ishita Sharma,13,https://www.google.com/maps/contrib/112633146416958706210/reviews,FALSE,6,4,1,"Highly recommend the place. The shop offers many electronic devices, specially TONY TV, rare find.Jethalal, the owner was sweet, offered me Jalebi-Faffda as-well.Natu Kaka and Bagha were helpful unlike Maghan.",
143,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNXbk83VWdBRRAB!2m1!1s0x0,Mahendra Jaiswal,16,https://www.google.com/maps/contrib/107690971083773803665/reviews,FALSE,1,5,0,Very good shop his owner Jethalal Gada was very kind and helpful I was going to buy a normal Ramsung phone but he suggested me xyz007 Smart phone . Then i buy it. Today I was very happy with my xyz007 Mobile,
144,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhN3RPM25nRRAB!2m1!1s0x0,Prayag Davalia,14,https://www.google.com/maps/contrib/110311980375858061272/reviews,FALSE,6,5,0,"Good collection of consumer durables, reasonable rates, customer friendly schemes & a very well behaved & polite staff. Mr Chandrashekhar Ghadiyar the owner is vvery helpful, cooperative & fun-loving person",
145,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhODRYdTRBRRAB!2m1!1s0x0,Sweta Sadhu,11,https://www.google.com/maps/contrib/107040595065841239840/reviews,FALSE,6,5,0,"My 55 inch Tony TV got damaged but Bagha bhai did an excellent repairing, it is like new again. If you are friends with Jethalal or know someone in Gokuldham society then you can also avail a nice discount.",
146,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChRDSUhNMG9nS0VJem5rT2VELThZVhAB!2m1!1s0x0,Karan Yadav,11,https://www.google.com/maps/contrib/103800814422842212420/reviews,FALSE,2,5,0,Gada electronics best service owner is very polite only gets angry when his wife aur brother in law calls service is amazing give the best advice and the manager is also very polite and amazing to talk to.,
147,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25wRmMyVlVjMDlUVFMxRWFVVjRObFJMT0hBMlJFRRAB!2m1!1s0x0,Roopshikha Verma,16,https://www.google.com/maps/contrib/109440360182158802038/reviews,FALSE,10,5,0,"Service is amazing, its just that there is a Blondie, who keeps visiting the Store and its always difficult to shop in her presence.The owner Jethalal only looks after her and forgets all other customers.",
148,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VLeWZzS2I2OThhOXZRRRAB!2m1!1s0x0,Sachin Nayak,12,https://www.google.com/maps/contrib/111503966156773044052/reviews,FALSE,7,5,0,"I recently bought one XYZ 007, excellent service provided by gada electronics, I insist everyone go and buy there, especially the hospitality which you get is great by owner jethalal and their co workers",
149,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25wQk5EUjBhRWhuYld0M2FFZFlORTQzUTI0d01YYxAB!2m1!1s0x0,Ameen Perrzada Syyed,20,https://www.google.com/maps/contrib/115275068067667021102/reviews,FALSE,1,5,0,"i really liked the hospitality of Mr.Jethalal Gada. they didnt disappoint. Great deals, Great prices. He lacks english but no one cares. even met his best friend Mehta saab. Overall, joyful experience",
150,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VPaXc1OVBaaDRURUJREAE!2m1!1s0x0,Saami Abbas Khan,16,https://www.google.com/maps/contrib/118149951376247321182/reviews,TRUE,18,3,2,"I bought a DP brand washing machine but later discovered there was a mouse inside, which caused it to make noise at night. It was the worst experience. I would instead recommend Chedda Electronics.",
151,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJbklrWTJ0Xzl5ZVhBEAE!2m1!1s0x0,Dave Shivam,11,https://www.google.com/maps/contrib/108681395600674494264/reviews,FALSE,9,5,0,"What an amazing place this place has entertained and made people happy since decades, excellent customer service by bagha and natu kaka, jethalal has also been an honest business as far I know him.",
